Database,TF,TargetGene,Tissue,Experiment,Overlapping_Genes,Pubmed_ID,Pubmed_Link,Genes Mentioned in the Paper,Paper_Link,PMID,chea,signor,trrust,Signor,Trrust,Chea
SPP,FOXA1,ELOVL6,lung,"FOXA1 IP | DEX - A549 cells, FOXA1 IP - A549 cells",,,,,,,,,,,,
SPP,USF1,ELOVL6,colon,USF1 IP - HCT116 cells,,,,,,,,,,,,
SPP,REST,ELOVL6,cns,"REST IP - SK cells, REST IP - PFSK-N-SH cells1 cells, Rep 1",,,,,,,,,,,,
SPP,E2F6,ELOVL6,stemcells,E2F6 IP - H1 cells,,,,,,,,,,,,
SPP,YY1,ELOVL6,cns,"YY1 IP | ATRA - SK-N-SH cells, YY1 IP - SK-N-SH cells",,,,,,,,,,,,
SPP,ATRA,ELOVL6,cns,"YY1 IP | ATRA - SK-N-SH cells, USF1 IP | ATRA - SK-N-SH cells",,,,,,,,,,,,
SPP,NFKB2,ELOVL6,leukocytes,"NFKB2 IP - Rep 1, NFKB2 IP - Rep 2",,,,,,,,,,,,
SPP,ZBTB7A,ELOVL6,leukocytes,ZBTB7A IP - SK-N-SH cells,,,,,,,,,,,,
SPP,JUND,ELOVL6,leukocytes,JUND IP - K562 cells,,,,,,,,,,,,
SPP,TBP,ELOVL6,liver,TBP IP - HepG2 cells,,,,,,,,,,,,
SPP,EBF1,ELOVL6,leukocytes,"EBF1 IP - GM12878 cells, EBF1 IP - GM12878 cells",,,,,,,,,,,,
SPP,ATF2,ELOVL6,leukocytes,ATF2 IP - GM12878 cells,,,,,,,,,,,,
SPP,MYC,ELOVL6,uterus,MYC IP - HeLa cells,,,,,,,,,,,,
SPP,STAT2,ELOVL6,leukocytes,"STAT2 IP | IFNA1-13 - K562 cells, 30 min",,,,,,,,,,,,
SPP,YY1,ELOVL6,uterus,YY1 IP - ECC1 cells,,,,,,,,,,,,
SPP,FOXA1,ELOVL6,mammarygland,"17BE2 | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, FOXA1 IP - T47D cells, DEX | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 1",,,,,,,,,,,,
SPP,17BE2,ELOVL6,mammarygland,17BE2 | FOXA1 ChIP-Seq,,,,,,,,,,,,
SPP,MAX,ELOVL6,lung,MAX IP - A549 cells,,,,,,,,,,,,
SPP,MEF2A,ELOVL6,leukocytes,"MEF2A IP - K562 cells, MEF2A IP - GM12878 cells",,,,,,,,,,,,
SPP,BACH1,ELOVL6,stemcells,BACH1 IP - H1 cells,,,,,,,,,,,,
SPP,RUNX1T1,ELOVL6,leukocytes,RUNX1T1 IP,,,,,,,,,,,,
SPP,MXI1,ELOVL6,leukocytes,MXI1 IP - GM12878 cells,,,,,,,,,,,,
SPP,OTX2,ELOVL6,stemcells,OTX2 IP - Rep 10 ,,,,,,,,,,,,
SPP,REST,ELOVL6,stemcells,"REST IP - H1 cells, Rep 2, REST IP - H1 cells, Rep 1",,,,,,,,,,,,
SPP,MAFK,ELOVL6,lung,MAFK IP - IMR cells,,,,,,,,,,,,
SPP,GATA3,ELOVL6,cns,GATA3 IP - SK-N-SH cells,,,,,,,,,,,,
SPP,ARID3A,ELOVL6,leukocytes,ARID3A IP - K562 cells,,,,,,,,,,,,
SPP,MAZ,ELOVL6,liver,MAZ IP - HepG2 cells,,,,,,,,,,,,
SPP,ZNF263,ELOVL6,kidney,ZNF263 IP - HEK293 cells,,,,,,,,,,,,
SPP,DHT,ELOVL6,mammarygland,"DHT | FOXA1 ChIP-Seq, DHT | MYC ChIP-Seq",,,,,,,,,,,,
SPP,MAX,ELOVL6,liver,"MAX IP - MCF7 cells, MAX IP - HepG2 cells",,,,,,,,,,,,
SPP,FOS,ELOVL6,leukocytes,"FOS IP - GM12878 cells, FOS IP - K562 cells",,,,,,,,,,,,
SPP,ETS1,ELOVL6,leukocytes,"ETS1 IP - K562 cells, ETS1 IP - GM12878 cells, ETS1 IP",,,,,,,,,,,,
SPP,STAT5A,ELOVL6,leukocytes,"STAT5A IP - K562 cells, STAT5A IP - GM12878 cells",,,,,,,,,,,,
SPP,TCF12,ELOVL6,stemcells,TCF12 IP - H1 cells,,,,,,,,,,,,
SPP,ELF1,ELOVL6,colon,ELF1 IP - HCT116 cells,,,,,,,,,,,,
SPP,USF1,ELOVL6,cns,"USF1 IP - SK-N-SH cells, USF1 IP | ATRA - SK-N-SH cells",,,,,,,,,,,,
SPP,ELF3,ELOVL6,pancreas,"ELF3 IP, ELF3 IP, ELF3 IP | KLF5 KO",,,,,,,,,,,,
SPP,CREB1,ELOVL6,stemcells,CREB1 IP - H1 cells,,,,,,,,,,,,
SPP,NFYA,ELOVL6,leukocytes,NFYA IP - K562 cells,,,,,,,,,,,,
SPP,GATA2,ELOVL6,prostate,"FOXA1 KD |Â GATA2 ChIP-Seq, CON KD |Â GATA2 ChIP-Seq",,,,,,,,,,,,
SPP,FOXP2,ELOVL6,cns,FOXP2 IP - PFSK-1 cells,,,,,,,,,,,,
SPP,CREB1,ELOVL6,leukocytes,"CREB1 IP - GM12878 cells, CREB1 IP - K562 cells",,,,,,,,,,,,
SPP,MYBL2,ELOVL6,liver,MYBL2 IP - HepG2 cells,,,,,,,,,,,,
SPP,PIAS1,ELOVL6,prostate,"PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1",,,,,,,,,,,,
SPP,EGR1,ELOVL6,colon,EGR1 IP - HCT116 cells,,,,,,,,,,,,
SPP,ATF2,ELOVL6,stemcells,ATF2 IP - H1 cells,,,,,,,,,,,,
SPP,AR,ELOVL6,prostate,"WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq - high FOXA1, AR C562S OE + FOXA1 OE | FOXA1 ChIP-Seq, AR Q640X OE + FOXA1 OE | FOXA1 ChIP-Seq",,,,,,,,,,,,
SPP,GATA1,ELOVL6,hspcs,"GATA1 IP - PBDE cells, Rep 1",,,,,,,,,,,,
SPP,USF2,ELOVL6,leukocytes,USF2 IP - GM12878 cells,,,,,,,,,,,,
SPP,IKZF1,ELOVL6,leukocytes,IKZF1 IP - GM12878 cells,,,,,,,,,,,,
SPP,FOXA1,ELOVL6,liver,"FOXA1 IP - HepG2 cells, Rep 1, FOXA1 IP - HepG2 cells, Rep 2",,,,,,,,,,,,
SPP,YY1,ELOVL6,stemcells,YY1 IP - H1 cells,,,,,,,,,,,,
SPP,RUNX1,ELOVL6,leukocytes,SPI1 IP | RUNX1 KD,,,,,,,,,,,,
SPP,MAZ,ELOVL6,leukocytes,"MAZ IP - K562 cells, MAZ IP - GM12878 cells",,,,,,,,,,,,
SPP,ELF1,ELOVL6,cns,ELF1 IP - SK-N-SH cells,,,,,,,,,,,,
SPP,FOXA2,ELOVL6,embryonictissue,"FOXA2 IP - Rep 2, FOXA2 IP - Rep 1",,,,,,,,,,,,
SPP,JUND,ELOVL6,liver,JUND IP - HepG2 cells,,,,,,,,,,,,
SPP,GATA2,ELOVL6,cns,GATA2 ChIP-Seq SH-SY5Y,,,,,,,,,,,,
SPP,ZNF143,ELOVL6,leukocytes,"ZNF143 IP - GM12878 cells, ZNF143 IP - K562 cells",,,,,,,,,,,,
SPP,HMGN3,ELOVL6,leukocytes,HMGN3 IP - K562 cells,,,,,,,,,,,,
SPP,GTF2B,ELOVL6,leukocytes,GTF2B IP - K562 cells,,,,,,,,,,,,
SPP,CEBPB,ELOVL6,uterus,CEBPB ChIP-Seq - HeLaS3,,,,,,,,,,,,
SPP,ATF1,ELOVL6,leukocytes,ATF1 IP - K562 cells,,,,,,,,,,,,
SPP,NFKB1,ELOVL6,leukocytes,"NFKB1 IP - Rep 2, NFKB1 IP - Rep 1",,,,,,,,,,,,
SPP,ZBTB7A,ELOVL6,liver,ZBTB7A IP - HepG2 cells,,,,,,,,,,,,
SPP,GATA2,ELOVL6,leukocytes,"GATA2 IP - K562 cells, GATA2 IP - K562 cells",,,,,,,,,,,,
SPP,KLF5,ELOVL6,pancreas,"FOXA1 IP | KLF5 KO, ELF3 IP | KLF5 KO",,,,,,,,,,,,
SPP,JUND,ELOVL6,colon,JUND IP - HCT116 cells,,,,,,,,,,,,
SPP,SREBF1,ELOVL6,liver,"SREBF1 IP | PRAV - HepG2 cells, SREBF1 IP | INS + 22RHC - HepG2 cells",,,,,,,,,,",18226595,18226595",,
SPP,USF1,ELOVL6,stemcells,USF1 IP - H1 cells,,,,,,,,,,,,
SPP,EGR1,ELOVL6,stemcells,EGR1 IP - H1 cells,,,,,,,,,,,,
SPP,E2F1,ELOVL6,uterus,"E2F1 IP - HeLa cells, Rep 2, E2F1 IP - HeLa cells, Rep 1",,,,,,,,,,,,
SPP,4HT,ELOVL6,mammarygland,"FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 12 h, FOS IP | 4HT - MCF10A cells, 4 h, MYC IP | 4HT - MCF10A cells",,,,,,,,,,,,
SPP,GATA3,ELOVL6,lung,GATA3 IP - A549 cells,,,,,,,,,,,,
SPP,USF1,ELOVL6,leukocytes,USF1 IP - K562 cells,,,,,,,,,,,,
SPP,GATA4,ELOVL6,stomach,GATA4 IP - AGS,,,,,,,,,,,,
SPP,BANF1,ELOVL6,skin,TP63 IP | BANF1 KD,,,,,,,,,,,,
SPP,ATF3,ELOVL6,colon,ATF3 IP | CAMPTO,,,,,,,,,,,,
SPP,CTCF,ELOVL6,colon,CTCF IP - HCT116 cells,,,,,,,,,,,,
SPP,REST,ELOVL6,liver,"REST IP - HepG2 cells, Rep 1, REST IP - HepG2 cells, Rep 2",,,,,,,,,,,,
SPP,SP1,ELOVL6,liver,SP1 IP - HepG2 cells,,,,,,,,,,,,
SPP,BICALU,ELOVL6,prostate,"HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, BICALU | E2F1 ChIP-Seq - Rep 1",,,,,,,,,,,,
SPP,TP53,ELOVL6,mammarygland,TP53 IP,,,,,,,,,,,,
SPP,KLF11,ELOVL6,adiposetissue,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, KLF11 ChIP-Seq, Rep 2, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2",,,,,,,,,,,,
SPP,ROSI,ELOVL6,adiposetissue,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2",,,,,,,,,,,,
SPP,TEAD4,ELOVL6,colon,TEAD4 IP - HCT116 cells,,,,,,,,,,,,
SPP,MAX,ELOVL6,cns,MAX IP - SK-N-SH cells,,,,,,,,,,,,
SPP,GABPA,ELOVL6,liver,GABPA IP - HepG2 cells,,,,,,,,,,,,
SPP,TCF12,ELOVL6,liver,TCF12 IP - HepG2 cells,,,,,,,,,,,,
SPP,FOSL1,ELOVL6,colon,FOSL1 IP - HCT116 cells,,,,,,,,,,,,
SPP,CEBPB,ELOVL6,mammarygland,CEBPB IP - MCF7 cells,,,,,,,,,,,,
SPP,FOXA2,ELOVL6,liver,FOXA2 IP - HepG2 cells,,,,,,,,,,,,"19822575,19822575,"
SPP,FOSL2,ELOVL6,liver,FOSL2 IP - HepG2 cells,,,,,,,,,,,,
SPP,TCF12,ELOVL6,lung,TCF12 IP - A549 cells,,,,,,,,,,,,
SPP,SP1,ELOVL6,stemcells,SP1 IP - H1 cells,,,,,,,,,,,,
SPP,YY1,ELOVL6,lung,YY1 IP - A549 cells,,,,,,,,,,,,
SPP,FOXM1,ELOVL6,leukocytes,FOXM1 IP - GM12878 cells,,,,,,,,,,,,
SPP,MTA3,ELOVL6,leukocytes,MTA3 IP - GM12878 cells,,,,,,,,,,,,
SPP,DEX,ELOVL6,mammarygland,DEX | FOXA1 ChIP-Seq - Rep 1,,,,,,,,,,,,
SPP,TBP,ELOVL6,uterus,TBP IP - HeLa cells,,,,,,,,,,,,
SPP,MYC,ELOVL6,bone,MYC IP,,,,,,,,,,,,
SPP,GABPA,ELOVL6,cns,GABPA IP - SK-N-SH cells,,,,,,,,,,,,
SPP,22RHC; INS,ELOVL6,liver,SREBF1 IP | INS + 22RHC - HepG2 cells,,,,,,,,,,,,
SPP,MXI1,ELOVL6,liver,MXI1 IP - HepG2 cells,,,,,,,,,,,,
SPP,FOXA2,ELOVL6,lung,FOXA2 IP - A549 cells,,,,,,,,,,,,
SPP,SP1,ELOVL6,colon,SP1 IP - HCT116 cells,,,,,,,,,,,,
SPP,SP1,ELOVL6,lung,SP1 IP - A549 cells,,,,,,,,,,,,
SPP,FOSL1,ELOVL6,stemcells,FOSL1 IP - H1 cells,,,,,,,,,,,,
SPP,ERG,ELOVL6,leukocytes,ERG IP - Rep 1,,,,,,,,,,,,
SPP,ARID3A,ELOVL6,liver,ARID3A IP - HepG2 cells,,,,,,,,,,,,
SPP,YY1,ELOVL6,liver,YY1 IP - HepG2 cells,,,,,,,,,,,,
SPP,ZNF143,ELOVL6,uterus,ZNF143 IP - HeLa cells,,,,,,,,,,,,
SPP,ELF1,ELOVL6,mammarygland,ELF1 IP - MCF7 cells,,,,,,,,,,,,
SPP,GTF2B,ELOVL6,uterus,GTF2B IP - Rep 2,,,,,,,,,,,,
SPP,TCF12,ELOVL6,cns,TCF12 IP - SK-N-SH cells,,,,,,,,,,,,
SPP,ZNF143,ELOVL6,stemcells,ZNF143 IP - H1 cells,,,,,,,,,,,,
SPP,REST,ELOVL6,leukocytes,REST IP - K562 cells,,,,,,,,,,,,
SPP,ARNTL,ELOVL7,bone,ARNTL IP,,,,,,,,,,,,
SPP,CTCF,ELOVL7,cns,"CTCF IP - HCPEpiC cells, Rep 1 , CTCF IP - BE(2)-C cells, Rep 2 , CTCF IP - SK-N-SH cells , CTCF IP - SK-N-SH cells, Rep 2 , CTCF IP - SK cells, CTCF IP - spinal cord astrocyte cells, Rep 1 , CTCF IP - SK-N-SH cells, Rep 1 , CTCF IP - spinal cord astrocyte cells, Rep 2 , CTCF IP - BE(2)-C cells, Rep 1 ",,,,,,,,,,,,
SPP,HMGN3,ELOVL7,leukocytes,HMGN3 IP - K562 cells,,,,,,,,,,,,
SPP,YY1,ELOVL7,liver,YY1 IP - HepG2 cells,,,,,,,,,,,,
SPP,CTCF,ELOVL7,leukocytes,"CTCF IP - KU812 cells, Rep 13 , CTCF IP - GM12890 cells, Rep 1 , CTCF IP - UT-7 cells, Rep 3 , CTCF IP - KU812 cells, Rep 17 , CTCF IP - GM18486 cells, Rep 3 , CTCF IP - K562 cells, Rep 11 , CTCF IP - GM2255 cells, Rep 2 , CTCF IP - MS1 cells, Rep 3 , CTCF IP - GM2588 cells, Rep 1 , CTCF IP - F36P cells, Rep 15 , CTCF IP - K562 cells, Rep 1 , CTCF IP - GM2630 cells, Rep 2 , CTCF IP - GM12865 cells, Rep 2 , CTCF IP - GM11994 cells, Rep 1, CTCF IP - GM18951 cells, Rep 2 , CTCF IP - F36P cells, Rep 5 , CTCF IP - GM12864 cells, Rep 1 , CTCF IP - GM12869 cells , CTCF IP - F36P cells, Rep 6 , CTCF IP - GM12875 cells, Rep 1 , CTCF IP - GM2588 cells, Rep 2 , CTCF IP - F36P cells, Rep 9 , CTCF IP - MS1 cells, Rep 4 , CTCF IP - GM12891 cells, Rep 1 , CTCF IP - GM10847 cells, Rep 1 , CTCF IP - UT-7 cells, Rep 1 , CTCF IP - GM2255 cells, Rep 3 , CTCF IP - GM12868 cells , CTCF IP - GM12865 cells, Rep 1 , CTCF IP - GM19238 cells, Rep 2 , CTCF IP - KU812 cells, Rep 1 , CTCF IP - GM12873 cells, Rep 1 , CTCF IP - F36P cells, Rep 3 , CTCF IP - KU812 cells, Rep 9 , CTCF IP - GM19193 cells, Rep 1 , CTCF IP - GM12874 cells, Rep 2 , CTCF IP - F36P cells, Rep 1 , CTCF IP - GM19193 cells, Rep 2 , CTCF IP - GM12878 cells , CTCF IP - GM12866 cells , CTCF IP - GM18526 cells, Rep 1 , CTCF IP - K562 cells, Rep 14 , CTCF IP - GM11881 cells, CTCF IP - GM11894 cells, Rep 2, CTCF IP - F36P cells, Rep 11 , CTCF IP - GM06986 cells, CTCF IP - K562 cells, Rep 16 , CTCF IP - F36P cells, Rep 7 , CTCF IP - GM12892 cells, Rep 2 , CTCF IP - GM12873 cells, Rep 1 , CTCF IP - GM10847 cells, Rep 2 , CTCF IP - GM19099 cells, Rep 2 , CTCF IP - GM19099 cells, Rep 1 , CTCF IP - KU812 cells, Rep 5 , CTCF IP - GM2255 cells, Rep 1 , CTCF IP - GM12872 cells, Rep 3 , CTCF IP - GM12870 cells , CTCF IP - F36P cells, Rep 17 , CTCF IP - GM12867 cells , CTCF IP - GM12890 cells, Rep 2 , CTCF IP - GM12828 cells, CTCF IP - GM12864 cells, Rep 2 , CTCF IP - K562 cells, CTCF IP - F36P cells, Rep 19 , CTCF IP - GM19239 cells, Rep 1 , CTCF IP - GM12005 cells, Rep 2, CTCF IP - GM12878 cells, Rep 1 , CTCF IP - GM12875 cells, Rep 2 , CTCF ChIP-Seq - GM12878, CTCF IP - K562 cells, Rep 15 , CTCF IP - HeLa cells, Rep 2 , CTCF IP - GM2610 cells, Rep 2 , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - GM19238 cells, Rep 1 , CTCF IP - GM19240 cells, Rep 2 , CTCF IP - GM18486 cells, Rep 2 , CTCF IP - GM12871 cells , CTCF IP - GM2588 cells, Rep 3 , CTCF IP - K562 cells, Rep 12 , CTCF IP - GM12872 cells, Rep 1 , CTCF IP - GM18526 cells, Rep 2 , CTCF IP - GM18505 cells, Rep 2 , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - GM18486 cells, Rep 1 , CTCF IP - K562 cells , CTCF IP - F36P cells, Rep 2 , CTCF IP - MS1 cells, Rep 1 , CTCF IP - F36P cells, Rep 14 , CTCF IP - GM18951 cells, Rep 1 , CTCF IP - GM12892 cells, Rep 1 , CTCF IP - GM2610 cells, Rep 1 , CTCF IP - GM11994 cells, Rep 2, CTCF IP - K562 cells, CTCF IP - GM07346 cells, CTCF IP - MS1 cells, Rep 2 , CTCF IP - GM2630 cells, Rep 3 , CTCF IP - K562 cells, CTCF IP - F36P cells, Rep 10 , CTCF IP - GM12154 cells, Rep 2, CTCF IP - GM12890 cells, Rep 3 , CTCF IP - UT-7 cells, Rep 5 , CTCF IP - GM11831 cells, CTCF IP - GM18505 cells, Rep 1 , CTCF IP, CTCF IP - GM19239 cells, Rep 2 , CTCF IP - GM12891 cells, Rep 2 , CTCF IP - GM2610 cells, Rep 3 , CTCF IP - GM12874 cells, Rep 1 , CTCF IP - GM2630 cells, Rep 1 , CTCF IP - K562 cells, Rep 13 , CTCF IP - GM19240 cells, Rep 1 ",,,,,,,,,,,,
SPP,JUND,ELOVL7,leukocytes,JUND IP - K562 cells,,,,,,,,,,,,
SPP,SRF,ELOVL7,colon,SRF IP - HCT116 cells,,,,,,,,,,,,
SPP,GATA2,ELOVL7,prostate,"FOXA1 + FBS |Â GATA2 ChIP-Seq, CON KD |Â GATA2 ChIP-Seq, GATA2 ChIP-Seq - Rep 1, GATA2 KD + R1881 |Â GATA2 ChIP-Seq, CON KD + R1881 |Â GATA2 ChIP-Seq, GATA2 KD  |Â FOXA1 ChIP-Seq, CON KD  |Â GATA2 ChIP-Seq, CON KD + FBS |Â GATA2 ChIP-Seq, GATA2 KD + R1881 |Â FOXA1 ChIP-Seq, GATA2 ChIP-Seq - Rep 2, FOXA1 KD |Â GATA2 ChIP-Seq, GATA2 ChIP-Seq",,,,,,,,,,,,
SPP,FOXA1,ELOVL7,prostate,"FOXA1 + FBS |Â GATA2 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, FOXA1 KD | FOXA1 ChIP-Seq, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - LNCaP-abl, FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq - C4- Rep 2B, FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, FOXA1 KD | FOXA1 ChIP-Seq - Rep 1, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 1, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq - high FOXA1, CON KD | FOXA1 ChIP-Seq, EtOH | FOXA1 ChIP-Seq - Rep 2, FOXA1 KD | FOXA1 ChIP-Seq - Rep 2, AR C562S OE + FOXA1 OE | FOXA1 ChIP-Seq, CON KD + R1881 |Â FOXA1 ChIP-Seq, FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 1, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - VCaP, FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - LNCaP, FOXA1 ChIP-Seq - Rep 1, GATA2 KD  |Â FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, CON KD | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - C4- Rep 2B, POU2F1 KD + DHT | FOXA1 ChIP-Seq, CON KD  |Â FOXA1 ChIP-Seq, FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 2, EtOH | FOXA1 ChIP-Seq - , FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, GATA2 KD + R1881 |Â FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 2, AR Q640X OE + FOXA1 OE | FOXA1 ChIP-Seq, FOXA1 KD |Â GATA2 ChIP-Seq, CON KD |Â FOXA1 ChIP-Seq, FOXA1 KD | FOXA1 ChIP-Seq",,,,,,,,,,,,
SPP,JUND,ELOVL7,stemcells,"JUND IP - H1 cells, JUND IP - H1 cells",,,,,,,,,,,,
SPP,R1881,ELOVL7,prostate,"CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, ERG IP | R1881, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, GABPA IP | R1881, GATA2 KD + R1881 |Â GATA2 ChIP-Seq, CON KD + R1881 |Â FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD + R1881 |Â GATA2 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, GATA2 KD + R1881 |Â FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 2",,,,,,,,,,,,
SPP,ELF1,ELOVL7,leukocytes,ELF1 IP - SK-N-SH cells,,,,,,,,,,,,
SPP,USF1,ELOVL7,cns,USF1 IP | ATRA - SK-N-SH cells,,,,,,,,,,,,
SPP,ATRA,ELOVL7,cns,USF1 IP | ATRA - SK-N-SH cells,,,,,,,,,,,,
SPP,MAX,ELOVL7,uterus,"MAX IP - ECC1 cells, MAX IP - HeLa cells, Rep 1, MAX IP - HeLa cells, Rep 2",,,,,,,,,,,,
SPP,CTCF,ELOVL7,lung,"CTCF IP - NHLF cells , CTCF IP - SAEC cells, Rep 1 , CTCF IP | DEX - A549 cells , CTCF IP - A549 cells , CTCF IP - SAEC cells, Rep 2 , CTCF IP - HPF cells, Rep 1 , CTCF IP - AG04450 cells, Rep 1 , CTCF IP - IMR cells, CTCF IP - AG04450 cells, Rep 2 , CTCF IP - HPF cells, Rep 2 , CTCF ChIP-Seq - A549, CTCF IP - A549 cells, CTCF IP - A549 cells, Rep 2 , CTCF IP | DEX - A549 cells, CTCF IP - NHLF cells ",,,,,,,,,,,,
SPP,USF1,ELOVL7,stemcells,USF1 IP - H1 cells,,,,,,,,,,,,
SPP,USF2,ELOVL7,stemcells,USF2 IP - H1 cells,,,,,,,,,,,,
SPP,FOSL2,ELOVL7,lung,FOSL2 IP - A549 cells,,,,,,,,,,,,
SPP,FOSL2,ELOVL7,liver,FOSL2 IP - HepG2 cells,,,,,,,,,,,,
SPP,CTCF,ELOVL7,liver,"CTCF IP, CTCF IP - SK-N-SH cells, CTCF IP - HepG2 cells, Rep 2 , CTCF IP - HepG2 cells, Rep 1 ",,,,,,,,,,,,
SPP,JUND,ELOVL7,uterus,JUND IP - HeLa cells,,,,,,,,,,,,
SPP,ERG,ELOVL7,prostate,"ERG IP - Rep 1, ERG IP | R1881, ERG ChIP-Seq, JQI | ERG ChIP-Seq - Rep 1, DMSO | ERG ChIP-Seq - Rep 2, ERG ChIP-Seq, DHT | ERG ChIP-Seq - 18 h, DHT | ERG ChIP-Seq - 2 h, DMSO | ERG ChIP-Seq - Rep 1",,,,,,,,,,,,
SPP,CTCF,ELOVL7,sensory,"CTCF IP - WERI-Rb-1- cells, Rep 1 , CTCF IP - HRPEpiC cells, Rep 1 , CTCF IP - HRPEpiC cells, Rep 2 , CTCF IP - WERI ",,,,,,,,,,,,
SPP,CTCF,ELOVL7,hspcs,"CTCF IP - Erythroid cells, Rep 1, CTCF IP - HEL 92.1.7 cells, Rep 11 , CTCF IP - HSPCs, Rep 1, CTCF IP - HEL 92.1.7 cells, Rep 14 , CTCF IP - HEL 92.1.7 cells, Rep 8 , CTCF IP - HEL 92.1.7 cells, Rep 5 , CTCF IP - Erythroid cells, Rep 2, CTCF IP - HSPCs, Rep 2, CTCF IP - HEL 92.1.7 cells, Rep 2 ",,,,,,,,,,,,
SPP,GATA3,ELOVL7,mammarygland,"GATA3 IP - MCF7 cells, GATA3 IP - T47D cells",,,,,,,,,,,,
SPP,FOS,ELOVL7,mammarygland,"FOS IP - MCF10A cells, FOS IP | 4HT - MCF10A cells, 12 h, FOS IP | 4HT - MCF10A cells, 4 h, FOS IP | 4HT - MCF10A cells, 36 h",,,,,,,,,,,,
SPP,CREB1,ELOVL7,prostate,"FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, CREB1 ChIP-Seq - LNCaP, CREB1 ChIP-Seq - LNCaP-abl, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, CREB1 ChIP-Seq - Rep 2, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, CREB1 ChIP-Seq - Rep 1, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1",,,,,,,,,,,,
SPP,CTCF,ELOVL7,stemcells,"CTCF IP - Rep 5 , CTCF IP - H1 cells, CTCF IP - Rep 7 , CTCF IP - H1 cells , CTCF IP - Rep 4 , CTCF IP - Rep 6 ",,,,,,,,,,,,
SPP,E2F1,ELOVL7,prostate,"E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 1, BICALU | E2F1 ChIP-Seq - Rep 2, BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 3, E2F1 ChIP-Seq - Rep 2, E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE | E2F1 ChIP-Seq - Rep 1, E2F1 ChIP-Seq - Rep 4, BICALU + HES6 OE | E2F1 ChIP-Seq - Rep 2",,,,,,,,,,,,
SPP,CREB1,ELOVL7,liver,"CREB1 IP, CREB1 IP, CREB1 IP - HepG2 cells",,,,,,,,,,,,
