TF,TargetGene,Tissue,Chea,Signor,Trrust,Experiment,SPP_Pubmed,Pair,PS_frequency,Tissue_frequency,PS_Confidence,Tissue_Confidence
KLF11,AACS,adiposetissue,,,,"KLF11 ChIP-Seq, Rep 2, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, KLF11 ChIP-Seq, Rep 1",,KLF11 -> AACS,1,1,low,low
MAX,AACS,cns,,,,MAX IP - SK-N-SH cells,,MAX -> AACS,7,7,high,medium
MAX,AACS,colon,,,,MAX IP - HCT116 cells,24076218,MAX -> AACS,7,7,high,medium
MAX,AACS,leukocytes,,,,"MAX IP - NB4 cells, MAX IP - K562 cells, MAX IP - K562 cells, Rep 2",,MAX -> AACS,7,7,high,medium
MAX,AACS,liver,,,,"MAX IP - HepG2 cells, MAX IP - MCF7 cells",,MAX -> AACS,7,7,high,medium
MAX,AACS,lung,,,,MAX IP - A549 cells,24076218,MAX -> AACS,7,7,high,medium
MAX,AACS,stemcells,,,,MAX IP - H1 cells,,MAX -> AACS,7,7,high,medium
MAX,AACS,uterus,,,,"MAX IP - ECC1 cells, MAX IP - HeLa cells, Rep 1",,MAX -> AACS,7,7,high,medium
MAZ,AACS,leukocytes,,,,"MAZ IP - K562 cells, MAZ IP - GM12878 cells",,MAZ -> AACS,2,2,low,low
MAZ,AACS,lung,,,,MAZ IP - IMR cells,,MAZ -> AACS,2,2,low,low
MEF2A,AACS,leukocytes,,,,MEF2A IP - K562 cells,,MEF2A -> AACS,1,1,low,low
MXI1,AACS,cns,,,,MXI1 IP - SK-N-SH cells,,MXI1 -> AACS,4,4,medium,medium
MXI1,AACS,liver,,,,MXI1 IP - HepG2 cells,,MXI1 -> AACS,4,4,medium,medium
MXI1,AACS,lung,,,,MXI1 IP - IMR cells,,MXI1 -> AACS,4,4,medium,medium
MXI1,AACS,uterus,,,,MXI1 IP - HeLa cells,,MXI1 -> AACS,4,4,medium,medium
MYB,AACS,leukocytes,,,,"MYB IP - Jurkat, Rep 3, MYB IP - Jurkat, Rep 4, MYB IP - Jurkat, Rep 1, MYB IP - MOLT3, MYB IP - Jurkat, Rep 2",,MYB -> AACS,1,1,low,low
MYC,AACS,leukocytes,,,,"MYC IP - NB4 cells, MYC IP - K562 cells, Rep 1, MYC IP | IFNG - K562 cells, 30 min",,MYC -> AACS,2,2,low,low
MYC,AACS,mammarygland,,,,DHT | MYC ChIP-Seq,,MYC -> AACS,2,2,low,low
NANOG,AACS,stemcells,,,,NANOG IP - Rep 4,,NANOG -> AACS,1,1,low,low
NFKB1,AACS,leukocytes,,,,"NFKB1 IP - Rep 2, NFKB1 IP - Rep 1",,NFKB1 -> AACS,1,1,low,low
NFKB2,AACS,leukocytes,,,,NFKB2 IP - Rep 2,,NFKB2 -> AACS,1,1,low,low
PAX5,AACS,leukocytes,,,,PAX5 IP - GM12892 cells,,PAX5 -> AACS,1,1,low,low
PBX3,AACS,cns,,,,PBX3 IP - SK-N-SH cells,,PBX3 -> AACS,3,3,low,low
PBX3,AACS,leukocytes,,,,PBX3 IP - GM12878 cells,,PBX3 -> AACS,3,3,low,low
PBX3,AACS,lung,,,,PBX3 IP - A549 cells,,PBX3 -> AACS,3,3,low,low
PIAS1,AACS,prostate,,,,"PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1",,PIAS1 -> AACS,1,1,low,low
RELA,AACS,adiposetissue,,,,"RELA IP, RELA IP",,RELA -> AACS,1,1,low,low
REST,AACS,cns,,,,"REST IP - PFSK-N-SH cells1 cells, Rep 1, REST IP - SK cells",,REST -> AACS,2,2,low,low
REST,AACS,stemcells,,,,"REST IP - H1 cells, Rep 1",24076218,REST -> AACS,2,2,low,low
RUNX1,AACS,leukocytes,,,,"RUNX1 IP - N terminus 1, RUNX1 IP - N terminus 2, RUNX1 IP - Rep 2",,RUNX1 -> AACS,1,1,low,low
SP1,AACS,colon,,,,SP1 IP - HCT116 cells,,SP1 -> AACS,4,4,medium,medium
SP1,AACS,leukocytes,,,,SP1 IP - GM12878 cells,24076218,SP1 -> AACS,4,4,medium,medium
SP1,AACS,lung,,,,SP1 IP - A549 cells,,SP1 -> AACS,4,4,medium,medium
SP1,AACS,stemcells,,,,"SP1 IP - H1 cells, SP1 IP - Rep 1",,SP1 -> AACS,4,4,medium,medium
SPI1,AACS,leukocytes,,,,"SPI1 IP, SPI1 IP, SPI1 IP",,SPI1 -> AACS,1,1,low,low
SRF,AACS,colon,,,,SRF IP - HCT116 cells,,SRF -> AACS,2,2,low,low
SRF,AACS,leukocytes,,,,"SRF IP - SK-N-SH cells, SRF IP - GM12878 cells, Rep 2",,SRF -> AACS,2,2,low,low
STAT1,AACS,leukocytes,,,,"STAT1 IP - Rep 5, STAT1 IP - Rep 3",,STAT1 -> AACS,1,1,low,low
STAT3,AACS,mammarygland,,,,"STAT3 IP | 4HT - MCF10 cells, 36 h, STAT3 IP - MCF10A cells, Rep 2, STAT3 IP | 4HT - MCF10 cells, 12 h",,STAT3 -> AACS,1,1,low,low
TBP,AACS,leukocytes,,,,TBP IP - K562 cells,,TBP -> AACS,3,3,low,low
TBP,AACS,liver,,,,TBP IP - HepG2 cells,,TBP -> AACS,3,3,low,low
TBP,AACS,stemcells,,,,TBP IP - H1 cells,,TBP -> AACS,3,3,low,low
TCF12,AACS,cns,,,,TCF12 IP - SK-N-SH cells,,TCF12 -> AACS,4,4,medium,medium
TCF12,AACS,lung,,,,TCF12 IP - A549 cells,,TCF12 -> AACS,4,4,medium,medium
TCF12,AACS,stemcells,,,,TCF12 IP - H1 cells,24076218,TCF12 -> AACS,4,4,medium,medium
TCF12,AACS,uterus,,,,TCF12 IP - ECC1 cells,24076218,TCF12 -> AACS,4,4,medium,medium
TCF3,AACS,leukocytes,,,,TCF3 IP - GM12878 cells,24076218,TCF3 -> AACS,1,1,low,low
TFAP2A,AACS,mammarygland,17053090,,,,,TFAP2A -> AACS,1,1,low,low
TFAP4,AACS,leukocytes,,,,"TFAP4 IP - Rep 1, TFAP4 IP - Rep 2",,TFAP4 -> AACS,1,1,low,low
TP53,AACS,skin,,,,TP53 IP | NUTL3,,TP53 -> AACS,1,1,low,low
TP63,AACS,skin,22573176,,,,,TP63 -> AACS,1,1,low,low
UBTF,AACS,leukocytes,,,,"UBTF IP - K562 cells, UBTF IP - K562 cells",,UBTF -> AACS,1,1,low,low
USF1,AACS,cns,,,,USF1 IP | ATRA - SK-N-SH cells,24076218,USF1 -> AACS,2,2,low,low
USF1,AACS,liver,,,,USF1 IP - HepG2 cells,24076218,USF1 -> AACS,2,2,low,low
WT1,AACS,kidney,25993318,,,,,WT1 -> AACS,1,1,low,low
YY1,AACS,cns,,,,"YY1 IP - SK-N-SH cells, YY1 IP | ATRA - SK-N-SH cells",,YY1 -> AACS,6,6,medium,medium
YY1,AACS,colon,,,,YY1 IP - HCT116 cells,24076218,YY1 -> AACS,6,6,medium,medium
YY1,AACS,leukocytes,,,,"YY1 IP - K562 cells, Rep 2, YY1 IP - GM12878 cells, YY1 IP - GM12892 cells, Rep 1, YY1 IP - GM12891 cells, YY1 IP - K562 cells, Rep 1",,YY1 -> AACS,6,6,medium,medium
YY1,AACS,liver,,,,YY1 IP - HepG2 cells,24076218,YY1 -> AACS,6,6,medium,medium
YY1,AACS,lung,,,,YY1 IP - A549 cells,24076218,YY1 -> AACS,6,6,medium,medium
YY1,AACS,uterus,,,,YY1 IP - ECC1 cells,,YY1 -> AACS,6,6,medium,medium
ZBTB7A,AACS,leukocytes,,,,ZBTB7A IP - SK-N-SH cells,24076218,ZBTB7A -> AACS,3,3,low,low
ZBTB7A,AACS,liver,,,,ZBTB7A IP - HepG2 cells,24076218,ZBTB7A -> AACS,3,3,low,low
ZBTB7A,AACS,uterus,,,,ZBTB7A IP - ECC1 cells,24076218,ZBTB7A -> AACS,3,3,low,low
ZEB1,AACS,leukocytes,,,,ZEB1 IP - GM12878 cells,,ZEB1 -> AACS,1,1,low,low
ZNF143,AACS,leukocytes,,,,ZNF143 IP - GM12878 cells,,ZNF143 -> AACS,1,1,low,low
ZNF263,AACS,kidney,,,,ZNF263 IP - HEK293 cells,,ZNF263 -> AACS,1,1,low,low
AR,ABCA1,prostate,,,,"WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq - high FOXA1, AR C562S OE + FOXA1 OE | FOXA1 ChIP-Seq, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq",,AR -> ABCA1,1,1,low,low
ARNT,ABCA1,kidney,,,,ARNT IP,,ARNT -> ABCA1,1,1,low,low
ATF3,ABCA1,lung,,,,ATF3 IP - A549 cells,,ATF3 -> ABCA1,1,1,low,low
BACH1,ABCA1,bone,22875853,,,,,BACH1 -> ABCA1,3,3,low,low
BACH1,ABCA1,mammarygland,22875853,,,,,BACH1 -> ABCA1,3,3,low,low
BACH1,ABCA1,stemcells,,,,BACH1 IP - H1 cells,,BACH1 -> ABCA1,3,3,low,low
BHLHE40,ABCA1,leukocytes,,,,BHLHE40 IP - GM12878 cells,,BHLHE40 -> ABCA1,2,2,low,low
BHLHE40,ABCA1,liver,,,,BHLHE40 IP - HepG2 cells,,BHLHE40 -> ABCA1,2,2,low,low
CEBPA,ABCA1,leukocytes,,,,CEBPA IP,24198249,CEBPA -> ABCA1,1,1,low,low
CEBPB,ABCA1,bone,,,,"CEBPB IP, CEBPB IP",,CEBPB -> ABCA1,7,7,high,medium
CEBPB,ABCA1,colon,,,,"CEBPB IP, CEBPB IP | 125DVD3",,CEBPB -> ABCA1,7,7,high,medium
CEBPB,ABCA1,leukocytes,,,,"CEBPB IP | oxLDL  - Rep 205, CEBPB IP, CEBPB IP, CEBPB IP - HL-60 cells, Rep 1 , CEBPB IP - Rep 201, CEBPB IP | oxLDL  - Rep 206, CEBPB IP - K562 cells, CEBPB IP| oxLDL  - Rep 207, CEBPB IP - Rep 204, CEBPB ChIP-Seq - K562, CEBPB IP - Rep 203, CEBPB IP - HL-60 cells, Rep 2 , CEBPB IP | oxLDL  - Rep 208, CEBPB IP",,CEBPB -> ABCA1,7,7,high,medium
CEBPB,ABCA1,liver,,,,CEBPB ChIP-Seq - HepG2,,CEBPB -> ABCA1,7,7,high,medium
CEBPB,ABCA1,lung,,,,"CEBPB ChIP-Seq - IMR90, CEBPB ChIP-Seq - A549",,CEBPB -> ABCA1,7,7,high,medium
CEBPB,ABCA1,stemcells,,,,"CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP",,CEBPB -> ABCA1,7,7,high,medium
CEBPB,ABCA1,uterus,,,,CEBPB ChIP-Seq - HeLaS3,,CEBPB -> ABCA1,7,7,high,medium
CREB1,ABCA1,liver,,,,"CREB1 IP - HepG2 cells, CREB1 IP",,CREB1 -> ABCA1,4,4,medium,medium
CREB1,ABCA1,lung,,,,CREB1 IP | DEX - A549 cells,24076218,CREB1 -> ABCA1,4,4,medium,medium
CREB1,ABCA1,prostate,,,,"CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1",,CREB1 -> ABCA1,4,4,medium,medium
CREB1,ABCA1,stemcells,,,,CREB1 IP - H1 cells,24076218,CREB1 -> ABCA1,4,4,medium,medium
CTCF,ABCA1,adiposetissue,,,,"CTCF ChIP-Seq - d -2, CTCF ChIP-Seq - d 9, CTCF ChIP-Seq - d 0",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,bone,,,,CTCF IP - Osteoblasts,22955616,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,cns,,,,"CTCF IP - cerebellar astrocyte cells, Rep 2 , CTCF IP - SK cells, CTCF IP - spinal cord astrocyte cells, Rep 2 , CTCF IP - SK-N-SH cells, Rep 2 , CTCF IP - HCPEpiC cells, Rep 2 , CTCF IP - BE(2)-C cells, Rep 1 , CTCF IP - cerebellar astrocyte cells, Rep 1 , CTCF IP - SK-N-SH cells, Rep 1 , CTCF IP - NHA cells , CTCF IP - BE(2)-C cells, Rep 2 , CTCF IP - HCPEpiC cells, Rep 1 , CTCF IP - spinal cord astrocyte cells, Rep 1 , CTCF IP - SK-N-SH cells",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,colon,,,,"CTCF IP - HCT116 cells, Rep 1 , CTCF IP - Rep 2 , CTCF IP - Caco , CTCF IP - HCT116 cells, Rep 2 , CTCF IP - Caco-2 cells, Rep 1 , CTCF IP - HCT116 cells",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,esophagus,,,,"CTCF IP - HEEpiC cells, Rep 2 , CTCF IP - HEEpiC cells, Rep 1",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,heart,,,,"CTCF IP - HCF cells , CTCF IP - myocytes cells, Rep 1 , CTCF IP - myocytes cells, Rep 2",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,hspcs,,,,"CTCF IP - HEL 92.1.7 cells, Rep 13 , CTCF IP - HEL 92.1.7 cells, Rep 2 , CTCF IP - HSPCs, Rep 2, CTCF IP - Erythroid cells, Rep 1, CTCF IP - HSPCs, Rep 1, CTCF IP - HEL 92.1.7 cells, Rep 11 , CTCF IP - HEL 92.1.7 cells, Rep 14 , CTCF IP - HEL 92.1.7 cells, Rep 8 , CTCF IP - Erythroid cells, Rep 2, CTCF IP - HEL 92.1.7 cells, Rep 5",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,kidney,,,,"CTCF IP - HEK293 cells, Rep 1 , CTCF IP - RPTEC cells, Rep 2 , CTCF IP - HRE cells, Rep 1 , CTCF IP - HRE cells, Rep 2 , CTCF IP - RPTEC cells, Rep 1 , CTCF IP - HEK293 cells, Rep 2",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,leukocytes,,,,"CTCF IP - GM19240 cells, Rep 2 , CTCF IP - GM12287 cells, Rep 1, CTCF IP - CD14+ cells , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - GM12874 cells, Rep 1 , CTCF ChIP-Seq - GM12878, CTCF IP - GM11811 cells, Rep 1, CTCF IP - F36P cells, Rep 14 , CTCF IP - GM06990 cells, Rep 2 , CTCF IP - GM19238 cells, Rep 1 , CTCF IP - F36P cells, Rep 13 , CTCF IP - GM2610 cells, Rep 2 , CTCF IP - GM12489 cells, Rep 1, CTCF IP - GM12234 cells, CTCF IP - HL-60 cells, Rep 9 , CTCF IP - K562 cells, Rep 12 , CTCF IP - F36P cells, Rep 2 , CTCF IP - GM2255 cells, Rep 3 , CTCF IP - GM12749 cells, Rep 1, CTCF IP - GM10847 cells, Rep 1 , CTCF IP - GM12867 cells , CTCF IP - GM12873 cells, Rep 1 , CTCF IP - GM12870 cells , CTCF IP - GM19238 cells, Rep 2 , CTCF IP - GM18526 cells, Rep 1 , CTCF IP - GM12006 cells, Rep 2, CTCF IP - GM12872 cells, Rep 3 , CTCF IP - K562 cells, CTCF IP - GM19193 cells, Rep 1 , CTCF IP - GM12864 cells, Rep 2 , CTCF IP - GM07037 cells, CTCF IP - HL , CTCF IP - GM2630 cells, Rep 1 , CTCF IP - GM19240 cells, Rep 1 , CTCF IP - GM12154 cells, Rep 2, CTCF IP - GM12875 cells, Rep 1 , CTCF IP - UT-7 cells, Rep 5 , CTCF IP - MS1 cells, Rep 2 , CTCF IP - GM07346 cells, CTCF IP - GM12864 cells, Rep 1 , CTCF IP - GM2610 cells, Rep 3 , CTCF IP - K562 cells, Rep 13 , CTCF IP - GM19239 cells, Rep 2 , CTCF IP - GM12869 cells , CTCF IP - F36P cells, Rep 10 , CTCF IP - GM12873 cells, Rep 3 , CTCF IP - GM18505 cells, Rep 1 , CTCF IP - GM11831 cells, CTCF IP - UT-7 cells, Rep 6 , CTCF IP, CTCF IP - GM12891 cells, Rep 2 , CTCF IP - GM11994 cells, Rep 2, CTCF IP - GM11994 cells, Rep 1, CTCF IP - K562 cells, Rep 11 , CTCF IP - GM19239 cells, Rep 1 , CTCF IP - GM10847 cells, Rep 2 , CTCF IP - GM12871 cells , CTCF IP - GM12878 cells, Rep 1 , CTCF IP - HL-60 cells, Rep 3 , CTCF IP - F36P cells, Rep 6 , CTCF IP - K562 cells , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - GM19099 cells, Rep 2 , CTCF IP - GM19099 cells, Rep 1 , CTCF IP - GM12872 cells, Rep 1 , CTCF IP - F36P cells, Rep 5 , CTCF IP - GM12815 cells, Rep 1, CTCF IP - F36P cells, Rep 15 , CTCF IP - GM2255 cells, Rep 1 , CTCF IP - KU812 cells, Rep 13 , CTCF IP - KU812 cells, Rep 17 , CTCF IP - GM12890 cells, Rep 2 , CTCF IP - UT-7 cells, Rep 3 , CTCF IP - GM12891 cells, Rep 1 , CTCF IP - GM11992 cells, Rep 2, CTCF IP - MS1 cells, Rep 4 , CTCF IP - GM18951 cells, Rep 2 , CTCF IP - KU812 cells, Rep 9 , CTCF IP - GM12154 cells, Rep 1, CTCF IP - GM12866 cells , CTCF IP - UT-7 cells, Rep 4 , CTCF IP - GM18505 cells, Rep 2 , CTCF IP - GM2588 cells, Rep 2 , CTCF IP - F36P cells, Rep 9 , CTCF IP - GM18486 cells, Rep 1 , CTCF IP - GM12873 cells, Rep 1 , CTCF IP - GM11811 cells, Rep 2, CTCF IP - GM12868 cells , CTCF IP - GM12865 cells, Rep 1 , CTCF IP - GM12872 cells, Rep 2 , CTCF IP - KU812 cells, Rep 1 , CTCF IP - GM2610 cells, Rep 1 , CTCF IP - GM12892 cells, Rep 1 , CTCF IP - GM12865 cells, Rep 3 , CTCF IP - GM2588 cells, Rep 3 , CTCF IP - F36P cells, Rep 3 , CTCF IP - GM11881 cells, CTCF IP - GM12865 cells, Rep 2 , CTCF IP - GM06990 cells, Rep 1 , CTCF IP - HL-60 cells, Rep 2 , CTCF IP - F36P cells, Rep 11 , CTCF IP - GM18526 cells, Rep 2 , CTCF IP - HL-60 cells, Rep 7 , CTCF IP - GM2630 cells, Rep 3 , CTCF IP - GM12890 cells, Rep 3 , CTCF IP - MS1 cells, Rep 1 , CTCF IP - F36P cells, Rep 1 , CTCF IP - GM18951 cells, Rep 1 , CTCF IP - K562 cells, CTCF IP - GM18486 cells, Rep 2 , CTCF IP - K562 cells, Rep 1 , CTCF IP - K562 cells, Rep 14 , CTCF IP - GM19193 cells, Rep 2 , CTCF IP - GM12892 cells, Rep 2 , CTCF IP - NB4 cells , CTCF IP - HeLa cells, Rep 2 , CTCF IP - F36P cells, Rep 17 , CTCF IP - GM2588 cells, Rep 1 , CTCF IP - GM12878 cells , CTCF IP -  CD20+ cells , CTCF IP - GM06986 cells, CTCF IP - K562 cells, Rep 16 , CTCF IP - GM12878 cells, Rep 1 , CTCF IP - GM12814 cells, Rep 1, CTCF IP - F36P cells, Rep 7 , CTCF IP - HL-60 cells, Rep 5 , CTCF IP - GM12864 cells, Rep 3 , CTCF IP - GM12005 cells, Rep 2, CTCF IP - GM12814 cells, Rep 2, CTCF IP - GM12874 cells, Rep 2 , CTCF IP - GM2255 cells, Rep 2 , CTCF IP - KU812 cells, Rep 5 , CTCF IP - K562 cells, Rep 15 , CTCF IP - GM12890 cells, Rep 1 , CTCF IP - GM18486 cells, Rep 3 , CTCF IP - F36P cells, Rep 19 , CTCF IP - GM12828 cells, CTCF IP - MS1 cells, Rep 3 , CTCF IP - GM2630 cells, Rep 2 , CTCF IP - GM12875 cells, Rep 2",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,liver,,,,"CTCF IP - SK-N-SH cells, CTCF IP - HepG2 cells , CTCF IP, CTCF IP - HepG2 cells, Rep 2 , CTCF IP - HepG2 cells, Rep 1",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,lung,,,,"CTCF IP - NHLF cells , CTCF IP - A549 cells, Rep 2 , CTCF IP - A549 cells, CTCF ChIP-Seq - A549, CTCF IP - IMR cells, CTCF IP - WI-38 cells, Rep 2 , CTCF IP | DEX - A549 cells , CTCF IP | DEX - A549 cells, CTCF IP - SAEC cells, Rep 2 , CTCF IP - A549 cells , CTCF IP - A549 cells, Rep 1 , CTCF IP - HPF cells, Rep 1 , CTCF IP - SAEC cells, Rep 1 , CTCF IP - NHLF cells , CTCF IP - AG04450 cells, Rep 2 , CTCF IP - HPF cells, Rep 2 , CTCF IP - AG04450 cells, Rep 1 , CTCF IP - WI-38 cells, Rep 1",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,mammarygland,,,,"CTCF IP - MCF7 cells, CTCF IP - HMF cells, Rep 2 , CTCF IP - HMEC cells , CTCF IP - HMEC cells, Rep 2 , CTCF IP - T47D cells, CTCF IP - HMEC cells, Rep 1 , CTCF IP - MCF-7 cells Rep 2 , CTCF IP - MCF-7 cells, Rep 1 , CTCF IP - HMF cells, Rep 1",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,megakaryocytelineage,,,,"CTCF IP - MEG-01 cells, Rep 10 , CTCF IP - MEG-01 cells, Rep 4 , CTCF IP - MEG-01 cells, Rep 8 , CTCF IP - MEG-01 cells, Rep 6 , CTCF IP - MEG-01 cells, Rep 2",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,miscellaneous,,,,"CTCF IP - AG09319 cells, Rep 2 , CTCF IP - AG09319 cells, Rep 1",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,pancreas,,,,CTCF IP,,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,placenta,,,,"CTCF IP - HVMF cells, Rep 1 , CTCF IP - HVMF cells, Rep 2",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,sensory,,,,"CTCF IP - WERI , CTCF IP - HRPEpiC cells, Rep 1 , CTCF IP - WERI-Rb-1- cells, Rep 1 , CTCF IP - HRPEpiC cells, Rep 2",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,skeletalmuscle,,,,"CTCF IP - HSMM cells, Rep 1 , CTCF IP - HSMM cells, Rep 2",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,skin,,,,"CTCF IP - BJ cells, Rep 2 , CTCF IP - NHEK cells, Rep 2 , CTCF IP - AG09309 cells, Rep 1 , CTCF IP - AG04449 cells, Rep 2 , CTCF IP - BJ cells, Rep 1 , CTCF IP - NHEK cells , CTCF IP - HFFC cells, Rep 1 , CTCF IP - AG09309 cells, Rep 2 , CTCF IP - NHDF cells , CTCF IP - NHDF cells, Rep 2 , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - AG10803 cells, Rep 1 , CTCF IP - AG04449 cells, Rep 1 , CTCF IP - AG10803 cells, Rep 2 , CTCF IP - NHDF cells, Rep 1 , CTCF IP - HFFC cells, Rep 2 , CTCF IP - HFFC cells, Rep 3",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,stemcells,,,,"CTCF IP - Rep 3 , CTCF IP - Rep 2 , CTCF IP - Rep 4 , CTCF IP - H1 cells, CTCF IP - H1 cells , CTCF IP - Rep 6 , CTCF IP - Rep 5 , CTCF IP - Rep 1 , CTCF IP - Rep 7",,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,uterus,,,,CTCF IP - HeLa cells,,CTCF -> ABCA1,10,22,high,high
CTCF,ABCA1,vasculature,,,,"CTCF IP - HPAF cells, Rep 2 , CTCF IP - HUVEC cells, Rep 2 , CTCF IP - HPAF cells, Rep 1 , CTCF IP - AoAFC cells, Rep 2 , CTCF IP - AoAFC cells, Rep 1 , CTCF IP - HBMEC cells, Rep 1 , CTCF IP - HUVEC cells , CTCF IP - HBMEC cells, Rep 2 , CTCF IP - HUVEC cells, Rep 1",,CTCF -> ABCA1,10,22,high,high
E2F1,ABCA1,mammarygland,,,,E2F1 IP - MCF7 cells,,E2F1 -> ABCA1,1,1,low,low
E2F6,ABCA1,leukocytes,,,,E2F6 IP - K562 cells,24076218,E2F6 -> ABCA1,3,3,low,low
E2F6,ABCA1,lung,,,,E2F6 IP - A549 cells,,E2F6 -> ABCA1,3,3,low,low
E2F6,ABCA1,stemcells,,,,E2F6 IP - H1 cells,24076218,E2F6 -> ABCA1,3,3,low,low
EGR1,ABCA1,colon,,,,EGR1 IP - HCT116 cells,24076218,EGR1 -> ABCA1,2,2,low,low
EGR1,ABCA1,leukocytes,,,,EGR1 IP - K562 cells,24076218,EGR1 -> ABCA1,2,2,low,low
ELF1,ABCA1,leukocytes,,,,ELF1 IP - SK-N-SH cells,,ELF1 -> ABCA1,1,1,low,low
ETS1,ABCA1,leukocytes,,,,ETS1 IP,,ETS1 -> ABCA1,1,1,low,low
FOS,ABCA1,mammarygland,,,,"FOS IP | 4HT - MCF10A cells, 4 h",,FOS -> ABCA1,1,1,low,low
FOSL1,ABCA1,colon,,,,FOSL1 IP - HCT116 cells,,FOSL1 -> ABCA1,1,1,low,low
FOSL2,ABCA1,cns,,,,FOSL2 IP - SK-N-SH cells,,FOSL2 -> ABCA1,2,2,low,low
FOSL2,ABCA1,liver,,,,FOSL2 IP - HepG2 cells,,FOSL2 -> ABCA1,2,2,low,low
FOXA1,ABCA1,liver,,,24807696,"FOXA1 IP - HepG2 cells, Rep 2, FOXA1 IP - HepG2 cells, Rep 1",,FOXA1 -> ABCA1,5,5,medium,medium
FOXA1,ABCA1,lung,,,,FOXA1 IP | DEX - A549 cells,,FOXA1 -> ABCA1,5,5,medium,medium
FOXA1,ABCA1,mammarygland,,,,"DEX | FOXA1 ChIP-Seq - Rep 1, FOXA1 IP - T47D cells, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, DHT | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq",,FOXA1 -> ABCA1,5,5,medium,medium
FOXA1,ABCA1,prostate,,,,"PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq - high FOXA1, FOXA1 ChIP-Seq, CON KD | FOXA1 ChIP-Seq, AR C562S OE + FOXA1 OE | FOXA1 ChIP-Seq, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq, CON KD  | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 1, POU2F1 KD + DHT | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, DHT | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - LNCaP, R1881 | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - LNCaP-abl, CON KD | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, GATA2 KD + R1881 | FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2",,FOXA1 -> ABCA1,5,5,medium,medium
FOXA1,ABCA1,stemcells,,,,"FOXA1 IP - ES D5, FOXA1 IP - Rep 1 , FOXA1 IP - Rep 5",,FOXA1 -> ABCA1,5,5,medium,medium
FOXA2,ABCA1,embryonictissue,,,,"FOXA2 IP - Rep 2, FOXA2 IP - Rep 1",,FOXA2 -> ABCA1,2,3,low,low
FOXA2,ABCA1,liver,19822575,,24807696,FOXA2 IP - HepG2 cells,,FOXA2 -> ABCA1,2,3,low,low
